style,quality,session_file,relative_path,stroke_index,start_time,peak_time,end_time
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,307,2.67,3.07,3.47
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,355,3.15,3.55,3.95
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,435,3.95,4.35,4.75
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,484,4.44,4.84,5.24
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,595,5.55,5.95,6.35
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,739,6.99,7.39,7.79
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,883,8.43,8.83,9.23
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,931,8.91,9.31,9.71
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,39,0.0,0.39,0.79
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,86,0.46,0.86,1.26
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,196,1.56,1.96,2.36
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,246,2.06,2.46,2.86
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,356,3.16,3.56,3.96
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,424,3.84,4.24,4.64
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,580,5.4,5.8,6.2
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,632,5.92,6.32,6.72
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,841,8.01,8.41,8.81
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,1062,10.22,10.62,11.02
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,55,0.15,0.55,0.95
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,101,0.61,1.01,1.41
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,213,1.73,2.13,2.53
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,373,3.33,3.73,4.13
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,568,5.28,5.68,6.08
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,678,6.38,6.78,7.18
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,743,7.03,7.43,7.83
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,844,8.04,8.44,8.84
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,903,8.63,9.03,9.43
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,1079,10.39,10.79,11.19
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,1205,11.65,12.05,12.45
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,1254,12.14,12.54,12.94
