style,quality,session_file,relative_path,stroke_index,start_time,peak_time,end_time
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,1013,9.73,10.13,10.53
Freestyle,bad,session_8adc1e4a_20260213_0019.csv,Freestyle\Bad\session_8adc1e4a_20260213_0019.csv,1070,10.3,10.7,11.1
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,216,1.76,2.16,2.56
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,310,2.7,3.1,3.5
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,355,3.15,3.55,3.95
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,439,3.99,4.39,4.79
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,488,4.48,4.88,5.28
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,596,5.56,5.96,6.36
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,638,5.98,6.38,6.78
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,739,6.99,7.39,7.79
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,885,8.45,8.85,9.25
Freestyle,good,session_1663d122_20260213_0023.csv,Freestyle\Good\session_1663d122_20260213_0023.csv,929,8.89,9.29,9.69
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,46,0.06,0.46,0.86
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,92,0.52,0.92,1.32
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,200,1.6,2.0,2.4
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,252,2.12,2.52,2.92
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,361,3.21,3.61,4.01
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,436,3.96,4.36,4.76
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,584,5.44,5.84,6.24
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,640,6.0,6.4,6.8
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,858,8.18,8.58,8.98
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,1016,9.76,10.16,10.56
Freestyle,good,session_2903622f_20260213_0020.csv,Freestyle\Good\session_2903622f_20260213_0020.csv,1068,10.28,10.68,11.08
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,61,0.21,0.61,1.01
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,106,0.66,1.06,1.46
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,216,1.76,2.16,2.56
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,260,2.2,2.6,3.0
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,375,3.35,3.75,4.15
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,512,4.72,5.12,5.52
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,577,5.37,5.77,6.17
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,685,6.45,6.85,7.25
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,749,7.09,7.49,7.89
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,858,8.18,8.58,8.98
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,910,8.7,9.1,9.5
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,1043,10.03,10.43,10.83
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,1084,10.44,10.84,11.24
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,1207,11.67,12.07,12.47
Freestyle,good,session_46ecf087_20260213_0022.csv,Freestyle\Good\session_46ecf087_20260213_0022.csv,1259,12.19,12.59,12.99
